	entrance_site	vehicle_class	lambda	intercept	alpha	chisquare	pvalue
54	21	2H	34.165765900765905	3.5312241521089454	1.1439116347402012e-06	0.08774766965185705	0.9999999856949877
55	21	2L	1006.1286982248516	6.913865264634077	0.028797209863225218	2.1475455242749847e+75	0.0
56	21	3H	17.83778076812579	2.881318571237089	6.721511696143131e-07	0.12052615469823251	0.9999999411185053
57	21	3L	4.369685235388541	1.4746894889768216	1.385375949253872e-07	0.18979470832234555	0.9999995583160229
58	21	4H	8.817050286843688	2.1766883955592307	2.3985474285550546e-07	0.1821440892753885	0.9999996318229118
59	21	4L	4.096054361879105	1.4100224684493505	7.5107799934122246e-06	0.27557782619423477	0.9999977157597981
60	21	5H	19.558366404762285	2.973402270461394	1.2890868796883555e-08	0.08658463256511709	0.9999999865222271
61	21	6H	3.675344794094794	1.3016468925541218	6.355864658161559e-06	0.6315029014383985	0.9999174902648996
62	21	7H	4.11268315018315	1.4140756500986476	0.03833619675112252	0.431943933458799	0.9999838033798891
63	21B	2H	22.13690060079274	3.0972458121516344	1.2343372331756652e-06	0.18086406737721122	0.9999996431373951
64	21B	2L	694.511094674556	6.543208127462843	0.022971215480560265	3.00193224949789e+37	0.0
65	21B	3H	12.03294970737368	2.4876485924516434	4.6933823900258156e-07	0.21040507958306917	0.9999993034781224
66	21B	3L	2.5930865607098044	0.9528488878299889	9.864678222273128e-06	0.3562053995238174	0.9999929848950542
